url,Subject of Dispute:,Economic Sector:,Instrument(s) Invoked:,Applicable Rules:,(a) Original Proceeding::Claimant(s)/Nationality(ies):,(a) Original Proceeding::Applicant(s)/Requesting Party(ies):,(a) Original Proceeding::Respondent(s):,(a) Original Proceeding::Date Registered:,(a) Original Proceeding::Date of Constitution of Tribunal:,(a) Original Proceeding:Composition of Tribunal:President:,(a) Original Proceeding:Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:President:,(a) Original Proceeding:Initial Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:Reconstituted:,(a) Original Proceeding:Party Representatives:Claimant(s):,(a) Original Proceeding:Party Representatives:Respondent(s):,(a) Original Proceeding:Party Representatives:Language(s) of Proceeding:,(a) Original Proceeding:Party Representatives:Status of Proceeding:,(a) Original Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:(b) Revision Proceeding::(b) Revision Proceeding	Claimant(s)/Nationality(ies):,(b) Revision Proceeding::Date Registered:,(b) Revision Proceeding::Date of Constitution of Tribunal:,(b) Revision Proceeding:Composition of Tribunal:President:,(b) Revision Proceeding:Composition of Tribunal:Arbitrators:,(b) Revision Proceeding:Party Representatives:,(b) Revision Proceeding:Party Representatives:Claimant(s):,(b) Revision Proceeding:Party Representatives:Respondent(s):,(b) Revision Proceeding:Party Representatives:Language(s) of Proceeding:,(b) Revision Proceeding:Party Representatives:Status of Proceeding:,(b) Revision Proceeding:Party Representatives :Outcome of Proceeding:,(c) Annulment Proceeding::Applicant(s)/Requesting Party(ies):,(c) Annulment Proceeding::Date Registered:,(c) Annulment Proceeding::Date of Constitution of ad hoc Committee:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):President:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):Arbitrators:,(c) Annulment Proceeding:Party Representatives:Claimant(s):,(c) Annulment Proceeding:Party Representatives:Respondent(s):,(c) Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(c) Annulment Proceeding:Party Representatives:Status of Proceeding:,(c) Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(d) Supplementary Decision Proceeding::Claimant(s)/Nationality(ies):,(d) Supplementary Decision Proceeding::Date Registered:,(d) Supplementary Decision Proceeding:Party Representatives:Claimant(s):,(d) Supplementary Decision Proceeding:Party Representatives:Respondent(s):,(d) Supplementary Decision Proceeding:Party Representatives:Language(s) of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives:Status of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives :Outcome of Proceeding:,(e) Resubmission Proceeding::Claimant(s)/Nationality(ies):,(e) Resubmission Proceeding::Date Registered:,(e) Resubmission Proceeding::Date of Constitution of Tribunal:,(e) Resubmission Proceeding:Composition of Tribunal:President:,(e) Resubmission Proceeding:Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:President:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Reconstituted:,(e) Resubmission Proceeding:Party Representatives:Claimant(s):,(e) Resubmission Proceeding:Party Representatives:Respondent(s):,(e) Resubmission Proceeding:Party Representatives:Language(s) of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Status of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Outcome of Proceeding:,(f) Interpretation Proceeding::Claimant(s)/Nationality(ies):,(f) Interpretation Proceeding::Date Registered:,(f) Interpretation Proceeding:Party Representatives:Claimant(s):,(f) Interpretation Proceeding:Party Representatives:Respondent(s):,(f) Interpretation Proceeding:Party Representatives:Status of Proceeding:,(f) Interpretation Proceeding:Party Representatives:Outcome of Proceeding:,(g) Rectification Proceeding::Claimant(s)/Nationality(ies):,(g) Rectification Proceeding::Date Registered:,(g) Rectification Proceeding:Party Representatives:Claimant(s):,(g) Rectification Proceeding:Party Representatives:Respondent(s):,(g) Rectification Proceeding:Party Representatives:Status of Proceeding:,(g) Rectification Proceeding:Party Representatives:Outcome of Proceeding:,(h) Second Annulment Proceeding::Claimant(s)/Nationality(ies):,(h) Second Annulment Proceeding::Date Registered:,(h) Second Annulment Proceeding::Date of Constitution of Tribunal:,(h) Second Annulment Proceeding:Composition of Tribunal:President:,(h) Second Annulment Proceeding:Composition of Tribunal:Arbitrators:,(h) Second Annulment Proceeding:Party Representatives:Claimant(s):,(h) Second Annulment Proceeding:Party Representatives:Respondent(s):,(h) Second Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Status of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/3, Company shareholding, Finance, BIT Belgium-Luxembourg - Malaysia 1979, ICSID Convention - Arbitration Rules, Philippe Gruslin  (Belgian),, Malaysia (Malaysian)," May 12, 1999"," June 9, 1999",  (Australian)  - Appointed by the Parties,,,,," Philippe Gruslin, Brussels, Belgium"," Attorney-General's Chambers, Head of Advisory and International Division, Kuala Lumpur, Malaysia","Elihu Lauterpacht, Cambridge, U.K.","Freshfields Bruckhaus Deringer, London, U.K., and Paris, France", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/4, Hydroelectric power concession, Electric Power & Other Energy, BIT Chile - Argentina 1991, ICSID Convention - Arbitration Rules, Empresa Nacional de Electricidad S.A. (Chilean),, Argentine Republic  (Argentine)," July 12, 1999"," December 13, 1999",  (Costa Rican)  - Appointed by the Chairman of the Administrative Council, Enrique ELÍAS  (Peruvian)  - Appointed by the Claimant(s),,,," M & M Bomchil Abogados, Buenos Aires, Argentina"," Directora Nacional de Negociaciones Económicas y Cooperación Internacional, Ministerio de Relaciones Exteriores  Comercio Internacional y Culto, Buenos Aires, Argentina ","Ministro de Relaciones Exteriores Comercio Internacional y Culto, Ministerio de Relaciones Exteriores  Comercio Internacional y Culto, Buenos Aires, Argentina", Spanish, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/5, Groundnut enterprise, Other Industry," BIT Gambia,  The - Switzerland 1993", ICSID Convention - Arbitration Rules, Alimenta S.A.  (Swiss),, Republic of The Gambia  (Gambian)," July 12, 1999"," December 17, 1999",  (U.S.)  - Appointed by Co-Arbitrators, Samuel K.B. ASANTE  (Ghanaian)  - Appointed by the Respondent(s),,,," Lalive & Partners, Geneva, Switzerland"," Attorney General & Secretary of State for Justice, Banjul, The Gambia","Solicitor General and Legal Secretary, Department of State for Justice, Banjul, The Gambia", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/6, Cement distribution enterprise, Construction," BIT Egypt,  Arab Republic of - Greece 1993", ICSID Convention - Arbitration Rules, Middle East Cement Shipping and Handling Co. S.A. (Greek),, Arab Republic of Egypt  (Egyptian)," November 19, 1999"," January 28, 2000",  (German)  - Appointed by Co-Arbitrators,  (Italian)  - Appointed by the Claimant(s),,,," Middle East Cement Shipping and Handling Co. S.A., Managing Director, Athens, Greece","Sarwat A. El-Shahid and Ashraf Yehia, Cairo, Egypt"," Aktham El Kholy, Attorney at Law, Legal Adviser, Dokki, Guiza, Egypt","Egyptian State Lawsuits Authority, Cairo, Egypt", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/00/1, Highway construction project, Transportation, NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules, ADF Group Inc. (Canadian),, United States of America (U.S.)," August 25, 2000"," January 11, 2001", Florentino P. FELICIANO  (Philippine)  - Appointed by the Parties,"  (Canadian, Swiss)  - Appointed by the Claimant(s)",,,," Fasken Martineau Du Moulin, Montreal, Canada"," United States Department of State, Office of the Legal Adviser, Washington, D.C., U.S.A.", English, Concluded," Award rendered on January 9, 2003.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/7, Law firm, Services & Trade," BIT Congo,  Democratic Republic of - United States of America 1984", ICSID Convention - Arbitration Rules, Patrick Mitchell  (U.S.),, Democratic Republic of the Congo  (Congolese (D.R.))," December 10, 1999"," November 21, 2000",  (Swiss)  - Appointed by the Chairman of the Administrative Council, Yawovi AGBOYIBO  (Togolese)  - Appointed by the Chairman of the Administrative Council,  (Swiss) , Yawovi AGBOYIBO  (Togolese) ,Willard Z. ESTEY  (Canadian) ," Fluxman Rabinowitz-Raphaely Weiner, Johannesburg, South Africa"," Mbombo & Associés, Kinshasa/Gombe, Democratic Republic of the Congo","Ministre de la Justice et des Affaires Parlementaires, Ministère de la Justice et des Affaires Parlementaires, Kinshasa/Gombe, Democratic Republic of the Congo"," English,French", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/8, Highway rehabilitation contract, Transportation, Contract, ICSID Convention - Arbitration Rules," Astaldi S.p.A.  (Italian), Columbus Latinoamericana de Construcciones S.A. (Panamanian)",, Republic of Honduras (Honduran)," December 29, 1999"," January 18, 2000", Roberto  ANDINO  (Honduran)  - Appointed by the Parties, German  FLORES  (Honduran)  - Appointed by the Parties,,,," Representing Astaldi S.p.A.: Andrea Gentili, Tegucigalpa, Honduras","Representing Columbus Latinamericana de Construcciones: Andrea Gentili, Antonio Oselini, Tegucigalpa, Honduras","Representing both: Mario Ivan Casco, Tegucigalpa, Honduras"," Procurador General de la República, Tegucigalpa, Honduras", Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/00/3, Waste disposal enterprise," Water, Sanitation & Flood Protection", NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules," Waste Management, Inc. (U.S.)",, United Mexican States  (Mexican)," September 27, 2000"," April 30, 2001",  (Australian)  - Appointed by the Secretary-General,  (Mexican)  - Appointed by the Respondent(s),  (Australian) ,  (Mexican) ,Benjamin R. CIVILETTI  (U.S.) ," Baker & Botts, Washington, D.C., U.S.A.","J. Patrick Berry, Jay L. Alexander and Richard C. King, Washington, D.C., U.S.A."," Dirección General de Consultoría, Jurídica de Negociaciones Comerciales, Subsecretaría de Negociaciones Comerciales Internacionales, Secretaría de Economía, Mexico City, Mexico"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/1, Rehabilitation of a hydropower plant, Electric Power & Other Energy, Investment Law - Georgia (1996), ICSID Convention - Arbitration Rules, Zhinvali Development Ltd. (Irish),, Republic of Georgia  (Georgian)," January 7, 2000"," June 9, 2000", Davis R. ROBINSON  (U.S.)  - Appointed by Co-Arbitrators,  (Cypriot)  - Appointed by the Claimant(s),,,," Patterson, Belknap, Webb & Tyler, New York, NY, U.S.A.","Zhinvali Development Limited, Megaron Lavinia, Nicosia, Cyprus"," Mgaloblishvili, Kipiani, Dzidziguri (MKD), Tbilisi, Georgia","Norton Rose London, U.K.","Tbilisi City Government, Tbilisi, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/2, Power project, Electric Power & Other Energy, BIT Sri Lanka - United States of America 1991, ICSID Convention - Arbitration Rules, Mihaly International Corporation  (U.S.),, Democratic Socialist Republic of Sri Lanka  (Sri Lanka)," January 11, 2000"," June 5, 2000", Sompong SUCHARITKUL  (Thai)  - Appointed by the Parties, Andrew ROGERS  (Australian)  - Appointed by the Respondent(s),,,," Burnet, Duckworth & Palmer, Calgary, Alberta, Canada"," Morgan, Lewis & Bockius, New York, NY, U.S.A.", English, Concluded," Award rendered on March 15, 2002; attached to the award is a Concurring Opinion by one of the arbitrators.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/3, Contract for the construction and modernization of penitentiaries, Construction, Contract, ICSID Convention - Arbitration Rules," GRAD Associates, P.A. (U.S.)",, Bolivarian Republic of Venezuela  (Venezuelan)," March 1, 2000"," August 18, 2000", Francisco ORREGO VICUÑA  (Chilean)  - Appointed by Co-Arbitrators,  (Cypriot)  - Appointed by the Claimant(s),,,," Connell Foley, Roseland, NJ, U.S.A."," Ministro de la Producción y del Comercio, Ministerio  de la Producción y del Comercio, Caracas, Venezuela"," English,Spanish", Concluded," Proceeding discontinued for lack of payment of advances pursuant to Regulation 14(3)(d) of the Administrative and Financial Regulations (Order for the discontinuance of the proceeding issued by the Tribunal on February 5, 2002). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/4, Construction of the section of a highway, Transportation, BIT Italy - Morocco 1990, ICSID Convention - Arbitration Rules," Italstrade S.p.A. (Italian), Salini Costruttori S.p.A. (Italian)",, Kingdom of Morocco  (Moroccan)," June 13, 2000"," September 25, 2000", Robert BRINER  (Swiss)  - Appointed by Co-Arbitrators,  (Spanish)  - Appointed by the Claimant(s),,,," Azis Benkirane, Casablanca, Morocco","Bonnelli Erede Pappalardo, Milan, Italy","Jean-Pierre Andrieux, CMS Bureau Francis Lefebvre, Cedex, France"," Bâtonnier Mohamed Naciri, Casablanca, Morocco","Gide Loyrette & Nouel, Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/6, Construction of the section of a highway, Transportation, BIT Italy - Morocco 1990, ICSID Convention - Arbitration Rules, Consortium R.F.C.C. (Italian),, Kingdom of Morocco  (Moroccan)," June 28, 2000"," September 25, 2000", Robert BRINER  (Swiss)  - Appointed by Co-Arbitrators,  (Spanish)  - Appointed by the Claimant(s),,,," Hamid Andaloussi, Casablanca, Morocco","Piero Parodi, Milan, Italy"," Bâtonnier Mohamed Naciri, Rabat, Morocco","Directeur des Affaires Juridiques du Ministère de l’Equipement, Casablanca, Morocco","Gide Loyrette & Nouel, Paris, France ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/7, Duty free concession, Services & Trade, Contract, ICSID Convention - Arbitration Rules, World Duty Free Company Limited  (British),, Republic of Kenya  (Kenyan)," July 7, 2000"," November 29, 2000",  (French)  - Appointed by Co-Arbitrators, V.V. VEEDER  (British)  - Appointed by the Respondent(s),  (French) ,  (Australian) ,Andrew ROGERS  (Australian) ," Geoffrey Robertson and Olivia Holdsworth, London, U.K.","Morgan, Lewis & Bockius, Washington, D.C., U.S.A.","Paul K. Muite, Nairobi, Kenya"," Freshfields Bruckhaus Deringer, Paris, France", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/5, Contract for the construction of a highway system, Transportation, Contract, ICSID Convention - Arbitration Rules," Autopista Concesionada de Venezuela, C.A. (Venezuelan)",, Bolivarian Republic of Venezuela  (Venezuelan)," June 23, 2000"," January 16, 2001",  (Swiss)  - Appointed by Co-Arbitrators,  (German)  - Appointed by the Claimant(s),,,," Debevoise & Plimpton, New York, NY, U.S.A."," Arnold & Porter, Washington, D.C., U.S.A.","Attorney General, Caracas, Venezuela","Ministry of Infrastructure, Caracas, Venezuela"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/8, Cobalt and copper mining concessions," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules," Ridgepointe Overseas Developments, Ltd.  (British)",," Democratic Republic of the Congo  (Congolese (D.R.)), Générale des Carrières et des Mines  (Congolese (D.R.))"," July 27, 2000"," March 26, 2001","  (Argentine, Spanish)  - Appointed by the Chairman of the Administrative Council", Andreas F. LOWENFELD  (U.S.)  - Appointed by the Claimant(s),,,," Winston & Strawn, Geneva, Switzerland"," Lalive & Partners, Geneva, Switzerland","Liedekerke Wolters Waelbroeck Kirkpatrick & Cerfontaine, Brussels, Belgium","Ministère de la Justice et des Affaires Parlementaires, Kinshasa-Gombe, Democratic Republic of the Congo", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/00/9, Construction of an office building, Construction, BIT Ukraine - United States of America 1994, ICSID Convention - Arbitration Rules, Generation Ukraine Inc. (U.S.),, Ukraine (Ukrainian)," October 20, 2000"," February 15, 2001",  (French)  - Appointed by the Parties, Eugen SALPIUS  (Austrian)  - Appointed by the Claimant(s), Ibrahim F.I. SHIHATA  (Egyptian) , Eugen SALPIUS  (Austrian) ,Jürgen VOSS  (German) ," Generation Ukraine Inc., Chairman of the Board, New York, NY, U.S.A.","McKeever Rowan Solicitors, Dublin, Ireland"," Chief of Main Legal Department, Ministry of Economy and on Issues of European Integration of Ukraine, Kiev, Ukraine","Grischenko and Partners, Kiev, Ukraine","Head of Main Department for Foreign Economic Relations and Head of Legal Department, Kiev State City Administration, Kiev, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/1, Construction of a mosque, Construction, BIT Italy - United Arab Emirates 1995, ICSID Convention - Arbitration Rules," Impregilo, S.p.A. (Italian), Rizzani De Eccher S.p.A. (Italian)",, United Arab Emirates  (United Arab Emirates)," February 15, 2001",,,,,,," Studio Legale Bonelli Erede Pappalardo, Milan, Italy"," Minister of Foreign Affairs of the United Arab Emirates, Abu Dhabi, United Arab Emirates",,"Vice-president of the Executive Council, Public Works Department of the Emirate of Abu Dhabi, Abu Dhabi, United Arab Emirates", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/4, Power purchase and sale agreement, Electric Power & Other Energy, BIT United Kingdom of Great Britain and Northern Ireland - Hungary 1987 - ECT (Energy Charter Treaty), ICSID Convention - Arbitration Rules, AES Summit Generation Limited  (British),, Republic of Hungary  (Hungarian)," April 25, 2001"," September 5, 2001", Allan PHILIP  (Danish)  - Appointed by the Parties, Francisco ORREGO VICUÑA  (Chilean)  - Appointed by the Respondent(s),,,," Allen & Overy, London, U.K.","Philippe Sands, Matrix Chambers, London, U.K."," Réczicza Law Firm, White & Case, Budapest, Hungary","White & Case, London, U.K., and Washington, D.C., U.S.A.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/5, Gold mining concession," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules, Société d'Exploitation des Mines d'Or de Sadiola S.A. (Malian),, Republic of Mali  (Malian)," May 24, 2001"," September 21, 2001",  (Spanish)  - Appointed by Co-Arbitrators, Robert S.M. DOSSOU  (Beninese)  - Appointed by the Respondent(s),,,," Herbert Smith, Paris, France"," Bah Haoua Toumagnon, Directrice du contentieux de l’Etat, Republic of Mali","Ministère des Domaines de l’Etat, des Affaires Foncières, de la Communication, Amako, Republic of Mali","Sékou Dioro Dicko, Conseiller technique, Republic of Mali", French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/9, Debt instruments, Finance, BIT Guyana - United Kingdom of Great Britain and Northern Ireland 1989, ICSID Convention - Arbitration Rules, Booker plc  (British),, Co-operative Republic of Guyana  (Guyanese)," September 18, 2001"," February 19, 2002",  (French)  - Appointed by the Parties,,,,," Linklaters, London, U.K."," Fenton Ramsahoye, Marabella, Trinidad", English, Concluded," The Sole Arbitrator issues an order taking note of the discontinuance of the proceeding on October 11, 2003 pursuant to Arbitration Rule 43(1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/6, Construction of residential housing complex, Construction, BIT United States of America - Kazakhstan 1992, ICSID Convention - Arbitration Rules," AIG Capital Partners, Inc. (U.S.), CJSC Tema Real Estate Company  (Kazakhstani)",, Republic of Kazakhstan (Kazakhstani)," June 4, 2001"," October 5, 2001",  (Indian)  - Appointed by the Chairman of the Administrative Council,  (Italian)  - Appointed by the Claimant(s),,,," Coudert Brothers, Washington, D.C., U.S.A."," Head of the Almaty Oblast Administration, Kazakhstan","McGuireWoods, Brussels, Belgium", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/10, Oil exploration contract," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules, Repsol YPF Ecuador S.A. (Spanish),, Empresa Estatal Petróleos del Ecuador (Petroecuador) (Ecuadoran)," October 5, 2001"," May 22, 2002",  (Costa Rican)  - Appointed by the Secretary-General,  (Ecuadoran)  - Appointed by the Parties,  (Costa Rican) , Bernardo TOBAR CARRIÓN  (Ecuadoran) ,Alberto WRAY ESPINOSA  (Ecuadoran) ," Agent, Repsol YPF Ecuador, S.A., Quito, Ecuador","Pérez, Bustamante & Ponce, Quito, Ecuador"," Chief Executive Officer, Empresa Estatal PetrÃ³leos de Ecuador (Petroecuador), Quito, Ecuador","Huerta Ortega y Asociados, Guayaquil, Ecuador", Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/7, Construction of residential and commercial complex, Construction, BIT Malaysia - Chile 1992, ICSID Convention - Arbitration Rules," MTD Chile S.A.  (Chilean), MTD Equity Sdn. Bhd. (Malaysian)",, Republic of Chile  (Chilean)," August 6, 2001"," March 5, 2002",  (Spanish)  - Appointed by the Parties,  (Canadian)  - Appointed by the Claimant(s),  (Mexican) , James H. CARTER  (U.S.) ,  (U.S.) ," Covington & Burling, Washington, D.C., U.S.A.","Grasty Quintana Majlis & CÃ­a, Santiago, Chile"," Cariola, Diez, Pérez-Cotapos & Cía., Santiago, Chile","Foreign Investment Committee, Santiago, Chile","White & Case, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/11, Stock purchase agreement, Finance, BIT Romania - United States of America 1992, ICSID Convention - Arbitration Rules," Noble Ventures, Inc. (U.S.)",, Romania  (Romanian)," October 17, 2001"," January 16, 2003",  (German)  - Appointed by the Parties,  (British)  - Appointed by the Claimant(s),,,," Appleton & Associates, International Lawyers, Toronto, Canada","Wiley Rein & Fielding, Washington, D.C., U.S.A."," Counselor to the President, Authority for State Assets Recovery (AVAS), Bucharest, Romania","Musat & Asociatii, Bucharest, Romania","White & Case, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/13, Service agreement, Services & Trade, BIT Switzerland - Pakistan 1995, ICSID Convention - Arbitration Rules, SGS Société Générale de Surveillance S.A.  (Swiss),, Islamic Republic of Pakistan  (Pakistani)," November 21, 2001"," April 25, 2002", Florentino P. FELICIANO  (Philippine)  - Appointed by the Chairman of the Administrative Council, André J.E. FAURÈS  (Belgian)  - Appointed by the Claimant(s), Florentino P. FELICIANO  (Philippine) , André J.E. FAURÈS  (Belgian) ,  (British) ," SGS Société Génerale de Surveillance S.A., Legal Division, Geneva, Switzerland","Shearman & Sterling, Paris, France, and Singapore"," Attorney General for Pakistan, Islamabad, Pakistan","Freshfields Bruckhaus Deringer, Paris, France, and New York, NY, U.S.A.","M/S Kabraji & Talibuddin, Karachi, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/01/14, Oil and gas development contract," Oil, Gas & Mining", BIT United States of America - Trinidad and Tobago 1994, ICSID Convention - Arbitration Rules," F-W Oil Interests, Inc. (U.S.)",, Republic of Trinidad & Tobago  (Trinidad and Tobago)," November 29, 2001"," June 19, 2002",  (Indian)  - Appointed by the Chairman of the Administrative Council,  (British)  - Appointed by the Claimant(s),,,," Vinson & Elkins, London, U.K., and Houston, TX, U.S.A.", Carol Bristol,"Charles Russell Solicitors, London, U.K.","James Dingemans, London, U.K.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/02/1, Debt instruments, Finance, NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules, Fireman's Fund Insurance Company (U.S.),, United Mexican States  (Mexican)," January 15, 2002"," May 17, 2002",  (Dutch)  - Appointed by the Secretary-General, Andreas F. LOWENFELD  (U.S.)  - Appointed by the Claimant(s),  (Dutch) , Andreas F. LOWENFELD  (U.S.) ,Francisco CARRILLO GAMBOA  (Mexican) ," Baker & Mackenzie, Mexico City, Mexico","Sidley, Austin, Brown & Wood, Washington, D.C., U.S.A."," Consultoría Jurídica de Negociaciones, Secretaría de Economía, Mexico City, Mexico"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
